RecordID,Country,Gender,Demographics Question,Demographics Response,Question,Survey Year,Value
411,Tanzania,F,Employment,Employed for kind,... for at least one specific reason,1/1/2015,68.3
411,Tanzania,F,Employment,Unemployed,... for at least one specific reason,1/1/2015,54
131,Tanzania,F,Employment,Employed for cash,... if she argues with him,1/1/2015,37.2
131,Tanzania,F,Employment,Employed for kind,... if she argues with him,1/1/2015,51.9
131,Tanzania,F,Employment,Unemployed,... if she argues with him,1/1/2015,38.3
61,Tanzania,F,Employment,Employed for cash,... if she burns the food,1/1/2015,16.9
61,Tanzania,F,Employment,Employed for kind,... if she burns the food,1/1/2015,27.9
61,Tanzania,F,Employment,Unemployed,... if she burns the food,1/1/2015,16.4
201,Tanzania,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2015,36.2
201,Tanzania,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2015,50.9
201,Tanzania,F,Employment,Unemployed,... if she goes out without telling him,1/1/2015,37.1
271,Tanzania,F,Employment,Employed for cash,... if she neglects the children,1/1/2015,44.4
271,Tanzania,F,Employment,Employed for kind,... if she neglects the children,1/1/2015,56
271,Tanzania,F,Employment,Unemployed,... if she neglects the children,1/1/2015,44.1
341,Tanzania,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2015,26.6
341,Tanzania,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2015,40.3
341,Tanzania,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2015,25.2
411,Tanzania,F,Marital status,Married or living together,... for at least one specific reason,1/1/2015,60.2
411,Tanzania,F,Marital status,Never married,... for at least one specific reason,1/1/2015,52.9
411,Tanzania,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2015,57.8
131,Tanzania,F,Marital status,Married or living together,... if she argues with him,1/1/2015,44.7
131,Tanzania,F,Marital status,Never married,... if she argues with him,1/1/2015,35.5
131,Tanzania,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2015,41.8
61,Tanzania,F,Marital status,Married or living together,... if she burns the food,1/1/2015,21.6
61,Tanzania,F,Marital status,Never married,... if she burns the food,1/1/2015,16.2
61,Tanzania,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2015,21.3
201,Tanzania,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2015,44
201,Tanzania,F,Marital status,Never married,... if she goes out without telling him,1/1/2015,33.9
201,Tanzania,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2015,39.9
271,Tanzania,F,Marital status,Married or living together,... if she neglects the children,1/1/2015,50.1
271,Tanzania,F,Marital status,Never married,... if she neglects the children,1/1/2015,41.8
271,Tanzania,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2015,49.1
341,Tanzania,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2015,33.8
341,Tanzania,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2015,21
341,Tanzania,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2015,32.9
411,Tanzania,F,Residence,Rural,... for at least one specific reason,1/1/2015,62.1
411,Tanzania,F,Residence,Urban,... for at least one specific reason,1/1/2015,50.8
131,Tanzania,F,Residence,Rural,... if she argues with him,1/1/2015,46.5
131,Tanzania,F,Residence,Urban,... if she argues with him,1/1/2015,34.1
61,Tanzania,F,Residence,Rural,... if she burns the food,1/1/2015,24.3
61,Tanzania,F,Residence,Urban,... if she burns the food,1/1/2015,12.8
201,Tanzania,F,Residence,Rural,... if she goes out without telling him,1/1/2015,45.8
201,Tanzania,F,Residence,Urban,... if she goes out without telling him,1/1/2015,32.2
271,Tanzania,F,Residence,Rural,... if she neglects the children,1/1/2015,51.7
271,Tanzania,F,Residence,Urban,... if she neglects the children,1/1/2015,41.2
341,Tanzania,F,Residence,Rural,... if she refuses to have sex with him,1/1/2015,35.7
341,Tanzania,F,Residence,Urban,... if she refuses to have sex with him,1/1/2015,21.2
411,Tanzania,M,Age,15-24,... for at least one specific reason,1/1/2015,47.8
411,Tanzania,M,Age,25-34,... for at least one specific reason,1/1/2015,34.1
411,Tanzania,M,Age,35-49,... for at least one specific reason,1/1/2015,33
131,Tanzania,M,Age,15-24,... if she argues with him,1/1/2015,30.6
131,Tanzania,M,Age,25-34,... if she argues with him,1/1/2015,19.2
131,Tanzania,M,Age,35-49,... if she argues with him,1/1/2015,20.4
61,Tanzania,M,Age,15-24,... if she burns the food,1/1/2015,9.2
61,Tanzania,M,Age,25-34,... if she burns the food,1/1/2015,3.7
61,Tanzania,M,Age,35-49,... if she burns the food,1/1/2015,4.7
201,Tanzania,M,Age,15-24,... if she goes out without telling him,1/1/2015,26.9
201,Tanzania,M,Age,25-34,... if she goes out without telling him,1/1/2015,17.8
201,Tanzania,M,Age,35-49,... if she goes out without telling him,1/1/2015,21.1
271,Tanzania,M,Age,15-24,... if she neglects the children,1/1/2015,37.8
271,Tanzania,M,Age,25-34,... if she neglects the children,1/1/2015,25.1
411,Tanzania,M,Education,No education,... for at least one specific reason,1/1/2015,38.9
411,Tanzania,M,Education,Primary,... for at least one specific reason,1/1/2015,42.6
411,Tanzania,M,Education,Secondary,... for at least one specific reason,1/1/2015,35.3
131,Tanzania,M,Education,Higher,... if she argues with him,1/1/2015,2.4
131,Tanzania,M,Education,No education,... if she argues with him,1/1/2015,24.3
131,Tanzania,M,Education,Primary,... if she argues with him,1/1/2015,27.4
131,Tanzania,M,Education,Secondary,... if she argues with him,1/1/2015,19.7
202,Timor-Leste,F,Age,15-24,... if she goes out without telling him,1/1/2016,61.5
202,Timor-Leste,F,Age,25-34,... if she goes out without telling him,1/1/2016,67.7
202,Timor-Leste,F,Age,35-49,... if she goes out without telling him,1/1/2016,65.1
272,Timor-Leste,F,Age,15-24,... if she neglects the children,1/1/2016,61.4
272,Timor-Leste,F,Age,25-34,... if she neglects the children,1/1/2016,65.5
272,Timor-Leste,F,Age,35-49,... if she neglects the children,1/1/2016,62
342,Timor-Leste,F,Age,15-24,... if she refuses to have sex with him,1/1/2016,31.2
342,Timor-Leste,F,Age,25-34,... if she refuses to have sex with him,1/1/2016,39.7
342,Timor-Leste,F,Age,35-49,... if she refuses to have sex with him,1/1/2016,37.6
412,Timor-Leste,F,Education,Higher,... for at least one specific reason,1/1/2016,74.6
412,Timor-Leste,F,Education,No education,... for at least one specific reason,1/1/2016,77.1
412,Timor-Leste,F,Education,Primary,... for at least one specific reason,1/1/2016,74
412,Timor-Leste,F,Education,Secondary,... for at least one specific reason,1/1/2016,72.6
132,Timor-Leste,F,Education,Higher,... if she argues with him,1/1/2016,58.3
132,Timor-Leste,F,Education,No education,... if she argues with him,1/1/2016,64
132,Timor-Leste,F,Education,Primary,... if she argues with him,1/1/2016,60.1
132,Timor-Leste,F,Education,Secondary,... if she argues with him,1/1/2016,59.1
62,Timor-Leste,F,Education,Higher,... if she burns the food,1/1/2016,23.7
62,Timor-Leste,F,Education,No education,... if she burns the food,1/1/2016,37.1
62,Timor-Leste,F,Education,Primary,... if she burns the food,1/1/2016,37.4
62,Timor-Leste,F,Education,Secondary,... if she burns the food,1/1/2016,29.7
202,Timor-Leste,F,Education,Higher,... if she goes out without telling him,1/1/2016,63.8
202,Timor-Leste,F,Education,No education,... if she goes out without telling him,1/1/2016,69.6
202,Timor-Leste,F,Education,Primary,... if she goes out without telling him,1/1/2016,64.1
202,Timor-Leste,F,Education,Secondary,... if she goes out without telling him,1/1/2016,62.5
272,Timor-Leste,F,Education,Higher,... if she neglects the children,1/1/2016,63.6
272,Timor-Leste,F,Education,No education,... if she neglects the children,1/1/2016,66.5
272,Timor-Leste,F,Education,Primary,... if she neglects the children,1/1/2016,62.5
272,Timor-Leste,F,Education,Secondary,... if she neglects the children,1/1/2016,61.1
342,Timor-Leste,F,Education,Higher,... if she refuses to have sex with him,1/1/2016,30.9
342,Timor-Leste,F,Education,No education,... if she refuses to have sex with him,1/1/2016,42
342,Timor-Leste,F,Education,Primary,... if she refuses to have sex with him,1/1/2016,40.5
342,Timor-Leste,F,Education,Secondary,... if she refuses to have sex with him,1/1/2016,32.5
412,Timor-Leste,F,Employment,Employed for cash,... for at least one specific reason,1/1/2016,76.1
412,Timor-Leste,F,Employment,Employed for kind,... for at least one specific reason,1/1/2016,85.2
412,Timor-Leste,F,Employment,Unemployed,... for at least one specific reason,1/1/2016,70.2
132,Timor-Leste,F,Employment,Employed for cash,... if she argues with him,1/1/2016,60.5
132,Timor-Leste,F,Employment,Employed for kind,... if she argues with him,1/1/2016,71.3
132,Timor-Leste,F,Employment,Unemployed,... if she argues with him,1/1/2016,57
62,Timor-Leste,F,Employment,Employed for cash,... if she burns the food,1/1/2016,30.3
62,Timor-Leste,F,Employment,Employed for kind,... if she burns the food,1/1/2016,40
62,Timor-Leste,F,Employment,Unemployed,... if she burns the food,1/1/2016,30
202,Timor-Leste,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2016,65.3
202,Timor-Leste,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2016,76.1
202,Timor-Leste,F,Employment,Unemployed,... if she goes out without telling him,1/1/2016,60.9
272,Timor-Leste,F,Employment,Employed for cash,... if she neglects the children,1/1/2016,62.5
272,Timor-Leste,F,Employment,Employed for kind,... if she neglects the children,1/1/2016,74.4
272,Timor-Leste,F,Employment,Unemployed,... if she neglects the children,1/1/2016,59.6
342,Timor-Leste,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2016,34.4
342,Timor-Leste,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2016,44.5
342,Timor-Leste,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2016,33.5
412,Timor-Leste,F,Marital status,Married or living together,... for at least one specific reason,1/1/2016,76.5
412,Timor-Leste,F,Marital status,Never married,... for at least one specific reason,1/1/2016,69.9
412,Timor-Leste,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2016,73.5
132,Timor-Leste,F,Marital status,Married or living together,... if she argues with him,1/1/2016,62.6
132,Timor-Leste,F,Marital status,Never married,... if she argues with him,1/1/2016,56.3
132,Timor-Leste,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2016,59.8
62,Timor-Leste,F,Marital status,Married or living together,... if she burns the food,1/1/2016,33
62,Timor-Leste,F,Marital status,Never married,... if she burns the food,1/1/2016,29.6
62,Timor-Leste,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2016,34.7
202,Timor-Leste,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2016,67.6
202,Timor-Leste,F,Marital status,Never married,... if she goes out without telling him,1/1/2016,59.2
202,Timor-Leste,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2016,65.5
272,Timor-Leste,F,Marital status,Married or living together,... if she neglects the children,1/1/2016,65.5
272,Timor-Leste,F,Marital status,Never married,... if she neglects the children,1/1/2016,58.6
272,Timor-Leste,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2016,57.9
342,Timor-Leste,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2016,39.8
342,Timor-Leste,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2016,28.5
342,Timor-Leste,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2016,38.4
412,Timor-Leste,F,Residence,Rural,... for at least one specific reason,1/1/2016,75.2
412,Timor-Leste,F,Residence,Urban,... for at least one specific reason,1/1/2016,71.5
132,Timor-Leste,F,Residence,Rural,... if she argues with him,1/1/2016,61.9
132,Timor-Leste,F,Residence,Urban,... if she argues with him,1/1/2016,57
62,Timor-Leste,F,Residence,Rural,... if she burns the food,1/1/2016,35.3
62,Timor-Leste,F,Residence,Urban,... if she burns the food,1/1/2016,24.9
202,Timor-Leste,F,Residence,Rural,... if she goes out without telling him,1/1/2016,66.3
202,Timor-Leste,F,Residence,Urban,... if she goes out without telling him,1/1/2016,60.7
272,Timor-Leste,F,Residence,Rural,... if she neglects the children,1/1/2016,63.7
272,Timor-Leste,F,Residence,Urban,... if she neglects the children,1/1/2016,60.9
342,Timor-Leste,F,Residence,Rural,... if she refuses to have sex with him,1/1/2016,38.4
342,Timor-Leste,F,Residence,Urban,... if she refuses to have sex with him,1/1/2016,30.1
412,Timor-Leste,M,Age,15-24,... for at least one specific reason,1/1/2016,51.2
412,Timor-Leste,M,Age,25-34,... for at least one specific reason,1/1/2016,55.3
412,Timor-Leste,M,Age,35-49,... for at least one specific reason,1/1/2016,53.2
132,Timor-Leste,M,Age,15-24,... if she argues with him,1/1/2016,30
132,Timor-Leste,M,Age,25-34,... if she argues with him,1/1/2016,31
132,Timor-Leste,M,Age,35-49,... if she argues with him,1/1/2016,28.5
62,Timor-Leste,M,Age,15-24,... if she burns the food,1/1/2016,20.1
62,Timor-Leste,M,Age,25-34,... if she burns the food,1/1/2016,19.5
62,Timor-Leste,M,Age,35-49,... if she burns the food,1/1/2016,18.8
202,Timor-Leste,M,Age,15-24,... if she goes out without telling him,1/1/2016,42.5
202,Timor-Leste,M,Age,25-34,... if she goes out without telling him,1/1/2016,47.9
202,Timor-Leste,M,Age,35-49,... if she goes out without telling him,1/1/2016,44.8
272,Timor-Leste,M,Age,15-24,... if she neglects the children,1/1/2016,44.3
272,Timor-Leste,M,Age,25-34,... if she neglects the children,1/1/2016,48.7
272,Timor-Leste,M,Age,35-49,... if she neglects the children,1/1/2016,45.9
342,Timor-Leste,M,Age,15-24,... if she refuses to have sex with him,1/1/2016,27.9
202,Timor-Leste,M,Residence,Urban,... if she goes out without telling him,1/1/2016,58.1
272,Timor-Leste,M,Residence,Rural,... if she neglects the children,1/1/2016,38.3
272,Timor-Leste,M,Residence,Urban,... if she neglects the children,1/1/2016,61
342,Timor-Leste,M,Residence,Rural,... if she refuses to have sex with him,1/1/2016,23.4
342,Timor-Leste,M,Residence,Urban,... if she refuses to have sex with him,1/1/2016,35.6
134,Turkey,F,Education,Higher,... if she argues with him,1/1/2013,1.4
134,Turkey,F,Education,No education,... if she argues with him,1/1/2013,18.9
134,Turkey,F,Education,Primary,... if she argues with him,1/1/2013,8.4
134,Turkey,F,Education,Secondary,... if she argues with him,1/1/2013,4.2
64,Turkey,F,Education,Higher,... if she burns the food,1/1/2013,0.1
64,Turkey,F,Education,No education,... if she burns the food,1/1/2013,6.7
274,Turkey,F,Education,No education,... if she neglects the children,1/1/2013,25.3
274,Turkey,F,Education,Primary,... if she neglects the children,1/1/2013,12.3
274,Turkey,F,Education,Secondary,... if she neglects the children,1/1/2013,5.6
344,Turkey,F,Education,Higher,... if she refuses to have sex with him,1/1/2013,0.5
344,Turkey,F,Education,No education,... if she refuses to have sex with him,1/1/2013,10.9
344,Turkey,F,Education,Primary,... if she refuses to have sex with him,1/1/2013,3.2
344,Turkey,F,Education,Secondary,... if she refuses to have sex with him,1/1/2013,1.2
416,Uganda,F,Age,15-24,... for at least one specific reason,1/1/2016,53.4
416,Uganda,F,Age,25-34,... for at least one specific reason,1/1/2016,45.4
416,Uganda,F,Age,35-49,... for at least one specific reason,1/1/2016,45.8
136,Uganda,F,Age,15-24,... if she argues with him,1/1/2016,29.2
136,Uganda,F,Age,25-34,... if she argues with him,1/1/2016,23
136,Uganda,F,Age,35-49,... if she argues with him,1/1/2016,24.6
66,Uganda,F,Age,15-24,... if she burns the food,1/1/2016,16.7
66,Uganda,F,Age,25-34,... if she burns the food,1/1/2016,10.4
66,Uganda,F,Age,35-49,... if she burns the food,1/1/2016,12.3
206,Uganda,F,Age,15-24,... if she goes out without telling him,1/1/2016,32.6
206,Uganda,F,Age,25-34,... if she goes out without telling him,1/1/2016,27.6
206,Uganda,F,Age,35-49,... if she goes out without telling him,1/1/2016,28.6
276,Uganda,F,Age,15-24,... if she neglects the children,1/1/2016,42
276,Uganda,F,Age,25-34,... if she neglects the children,1/1/2016,36.3
276,Uganda,F,Age,35-49,... if she neglects the children,1/1/2016,35.2
346,Uganda,F,Age,15-24,... if she refuses to have sex with him,1/1/2016,18.6
346,Uganda,F,Age,25-34,... if she refuses to have sex with him,1/1/2016,16.4
346,Uganda,F,Age,35-49,... if she refuses to have sex with him,1/1/2016,19.1
416,Uganda,F,Education,Higher,... for at least one specific reason,1/1/2016,21.7
416,Uganda,F,Education,No education,... for at least one specific reason,1/1/2016,55.2
416,Uganda,F,Education,Primary,... for at least one specific reason,1/1/2016,54.4
416,Uganda,F,Education,Secondary,... for at least one specific reason,1/1/2016,42.9
206,Uganda,F,Education,No education,... if she goes out without telling him,1/1/2016,34.8
206,Uganda,F,Education,Primary,... if she goes out without telling him,1/1/2016,34.3
206,Uganda,F,Education,Secondary,... if she goes out without telling him,1/1/2016,24.8
276,Uganda,F,Education,Higher,... if she neglects the children,1/1/2016,17.7
276,Uganda,F,Education,No education,... if she neglects the children,1/1/2016,43.6
276,Uganda,F,Education,Primary,... if she neglects the children,1/1/2016,42.8
276,Uganda,F,Education,Secondary,... if she neglects the children,1/1/2016,33.2
346,Uganda,F,Education,Higher,... if she refuses to have sex with him,1/1/2016,4
346,Uganda,F,Education,No education,... if she refuses to have sex with him,1/1/2016,24.6
346,Uganda,F,Education,Primary,... if she refuses to have sex with him,1/1/2016,22.1
346,Uganda,F,Education,Secondary,... if she refuses to have sex with him,1/1/2016,10.7
416,Uganda,F,Employment,Employed for cash,... for at least one specific reason,1/1/2016,46.2
416,Uganda,F,Employment,Employed for kind,... for at least one specific reason,1/1/2016,59.8
416,Uganda,F,Employment,Unemployed,... for at least one specific reason,1/1/2016,46.8
136,Uganda,F,Employment,Employed for cash,... if she argues with him,1/1/2016,23.4
136,Uganda,F,Employment,Employed for kind,... if she argues with him,1/1/2016,36
136,Uganda,F,Employment,Unemployed,... if she argues with him,1/1/2016,24.5
66,Uganda,F,Employment,Employed for cash,... if she burns the food,1/1/2016,12
66,Uganda,F,Employment,Employed for kind,... if she burns the food,1/1/2016,18.9
66,Uganda,F,Employment,Unemployed,... if she burns the food,1/1/2016,13.3
206,Uganda,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2016,27.6
206,Uganda,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2016,38
206,Uganda,F,Employment,Unemployed,... if she goes out without telling him,1/1/2016,29.4
276,Uganda,F,Employment,Employed for cash,... if she neglects the children,1/1/2016,36.3
276,Uganda,F,Employment,Employed for kind,... if she neglects the children,1/1/2016,47
276,Uganda,F,Employment,Unemployed,... if she neglects the children,1/1/2016,36.7
346,Uganda,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2016,16.4
346,Uganda,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2016,25.5
346,Uganda,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2016,15.8
416,Uganda,F,Marital status,Married or living together,... for at least one specific reason,1/1/2016,48.9
416,Uganda,F,Marital status,Never married,... for at least one specific reason,1/1/2016,49.7
416,Uganda,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2016,48
136,Uganda,F,Marital status,Married or living together,... if she argues with him,1/1/2016,26.2
136,Uganda,F,Marital status,Never married,... if she argues with him,1/1/2016,26.6
136,Uganda,F,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2016,24.6
66,Uganda,F,Marital status,Married or living together,... if she burns the food,1/1/2016,12.5
66,Uganda,F,Marital status,Never married,... if she burns the food,1/1/2016,16.9
66,Uganda,F,Marital status,"Widowed, divorced, separated",... if she burns the food,1/1/2016,12.6
206,Uganda,F,Marital status,Married or living together,... if she goes out without telling him,1/1/2016,30.3
206,Uganda,F,Marital status,Never married,... if she goes out without telling him,1/1/2016,30.1
206,Uganda,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2016,28.9
276,Uganda,F,Marital status,Married or living together,... if she neglects the children,1/1/2016,38.3
276,Uganda,F,Marital status,Never married,... if she neglects the children,1/1/2016,39.1
276,Uganda,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2016,38.1
346,Uganda,F,Marital status,Married or living together,... if she refuses to have sex with him,1/1/2016,18.5
346,Uganda,F,Marital status,Never married,... if she refuses to have sex with him,1/1/2016,16.6
346,Uganda,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,1/1/2016,19
416,Uganda,F,Residence,Rural,... for at least one specific reason,1/1/2016,52.4
416,Uganda,F,Residence,Urban,... for at least one specific reason,1/1/2016,39.6
416,Uganda,M,Marital status,Married or living together,... for at least one specific reason,1/1/2016,35.1
416,Uganda,M,Marital status,Never married,... for at least one specific reason,1/1/2016,46.5
416,Uganda,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,1/1/2016,48.2
136,Uganda,M,Marital status,Married or living together,... if she argues with him,1/1/2016,20.3
136,Uganda,M,Marital status,Never married,... if she argues with him,1/1/2016,26.3
136,Uganda,M,Marital status,"Widowed, divorced, separated",... if she argues with him,1/1/2016,29.6
206,Uganda,M,Marital status,Never married,... if she goes out without telling him,1/1/2016,24.1
206,Uganda,M,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2016,30.5
276,Uganda,M,Marital status,Married or living together,... if she neglects the children,1/1/2016,22.9
276,Uganda,M,Marital status,Never married,... if she neglects the children,1/1/2016,34.5
276,Uganda,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2016,34.3
416,Uganda,M,Residence,Rural,... for at least one specific reason,1/1/2016,43
416,Uganda,M,Residence,Urban,... for at least one specific reason,1/1/2016,32.9
136,Uganda,M,Residence,Rural,... if she argues with him,1/1/2016,25.2
136,Uganda,M,Residence,Urban,... if she argues with him,1/1/2016,17.6
66,Uganda,M,Residence,Rural,... if she burns the food,1/1/2016,8.6
66,Uganda,M,Residence,Urban,... if she burns the food,1/1/2016,3.4
206,Uganda,M,Residence,Rural,... if she goes out without telling him,1/1/2016,24.1
206,Uganda,M,Residence,Urban,... if she goes out without telling him,1/1/2016,16.4
276,Uganda,M,Residence,Rural,... if she neglects the children,1/1/2016,30.5
276,Uganda,M,Residence,Urban,... if she neglects the children,1/1/2016,21.9
346,Uganda,M,Residence,Rural,... if she refuses to have sex with him,1/1/2016,13.2
346,Uganda,M,Residence,Urban,... if she refuses to have sex with him,1/1/2016,7
417,Ukraine,F,Age,15-24,... for at least one specific reason,1/1/2007,2.5
417,Ukraine,F,Age,25-34,... for at least one specific reason,1/1/2007,3.4
417,Ukraine,F,Age,35-49,... for at least one specific reason,1/1/2007,4.3
137,Ukraine,F,Age,15-24,... if she argues with him,1/1/2007,0.5
137,Ukraine,F,Age,25-34,... if she argues with him,1/1/2007,0.8
137,Ukraine,F,Age,35-49,... if she argues with him,1/1/2007,1.2
207,Ukraine,F,Marital status,"Widowed, divorced, separated",... if she goes out without telling him,1/1/2007,0.3
277,Ukraine,F,Marital status,Married or living together,... if she neglects the children,1/1/2007,3.4
277,Ukraine,F,Marital status,Never married,... if she neglects the children,1/1/2007,2.1
277,Ukraine,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,1/1/2007,3.1
137,Ukraine,F,Residence,Urban,... if she argues with him,1/1/2007,0.6
67,Ukraine,F,Residence,Rural,... if she burns the food,1/1/2007,0.2
67,Ukraine,F,Residence,Urban,... if she burns the food,1/1/2007,0.1
207,Ukraine,F,Residence,Rural,... if she goes out without telling him,1/1/2007,0.8
207,Ukraine,F,Residence,Urban,... if she goes out without telling him,1/1/2007,0.3
277,Ukraine,F,Residence,Rural,... if she neglects the children,1/1/2007,4
277,Ukraine,F,Residence,Urban,... if she neglects the children,1/1/2007,2.7
347,Ukraine,F,Residence,Rural,... if she refuses to have sex with him,1/1/2007,0.9
347,Ukraine,F,Residence,Urban,... if she refuses to have sex with him,1/1/2007,0.3
417,Ukraine,M,Age,15-24,... for at least one specific reason,1/1/2007,8.3
417,Ukraine,M,Age,25-34,... for at least one specific reason,1/1/2007,14
417,Ukraine,M,Age,35-49,... for at least one specific reason,1/1/2007,11.1
137,Ukraine,M,Age,15-24,... if she argues with him,1/1/2007,4.4
277,Ukraine,M,Residence,Rural,... if she neglects the children,1/1/2007,10.5
277,Ukraine,M,Residence,Urban,... if she neglects the children,1/1/2007,8.4
347,Ukraine,M,Residence,Rural,... if she refuses to have sex with him,1/1/2007,2.7
347,Ukraine,M,Residence,Urban,... if she refuses to have sex with him,1/1/2007,1.5
418,Yemen,F,Age,15-24,... for at least one specific reason,1/1/2013,47.4
418,Yemen,F,Age,25-34,... for at least one specific reason,1/1/2013,48.3
418,Yemen,F,Age,35-49,... for at least one specific reason,1/1/2013,51.8
138,Yemen,F,Age,15-24,... if she argues with him,1/1/2013,18.6
138,Yemen,F,Age,25-34,... if she argues with him,1/1/2013,19.9
138,Yemen,F,Age,35-49,... if she argues with him,1/1/2013,22.3
348,Yemen,F,Age,15-24,... if she refuses to have sex with him,1/1/2013,28.7
348,Yemen,F,Age,25-34,... if she refuses to have sex with him,1/1/2013,33.8
348,Yemen,F,Age,35-49,... if she refuses to have sex with him,1/1/2013,37.6
418,Yemen,F,Education,Higher,... for at least one specific reason,1/1/2013,22.9
418,Yemen,F,Education,No education,... for at least one specific reason,1/1/2013,57.6
418,Yemen,F,Education,Primary,... for at least one specific reason,1/1/2013,48.4
418,Yemen,F,Education,Secondary,... for at least one specific reason,1/1/2013,35.4
138,Yemen,F,Education,Higher,... if she argues with him,1/1/2013,4.8
138,Yemen,F,Education,No education,... if she argues with him,1/1/2013,27.3
138,Yemen,F,Education,Primary,... if she argues with him,1/1/2013,18.4
138,Yemen,F,Education,Secondary,... if she argues with him,1/1/2013,8.9
208,Yemen,F,Education,No education,... if she goes out without telling him,1/1/2013,44.7
208,Yemen,F,Education,Primary,... if she goes out without telling him,1/1/2013,35.1
208,Yemen,F,Education,Secondary,... if she goes out without telling him,1/1/2013,20.9
278,Yemen,F,Education,Higher,... if she neglects the children,1/1/2013,9.6
278,Yemen,F,Education,No education,... if she neglects the children,1/1/2013,37.6
278,Yemen,F,Education,Primary,... if she neglects the children,1/1/2013,29.8
278,Yemen,F,Education,Secondary,... if she neglects the children,1/1/2013,17.4
348,Yemen,F,Education,Higher,... if she refuses to have sex with him,1/1/2013,12.3
348,Yemen,F,Education,No education,... if she refuses to have sex with him,1/1/2013,42
348,Yemen,F,Education,Primary,... if she refuses to have sex with him,1/1/2013,30.2
348,Yemen,F,Education,Secondary,... if she refuses to have sex with him,1/1/2013,19.4
418,Yemen,F,Employment,Employed for cash,... for at least one specific reason,1/1/2013,39.4
418,Yemen,F,Employment,Employed for kind,... for at least one specific reason,1/1/2013,61.6
418,Yemen,F,Employment,Unemployed,... for at least one specific reason,1/1/2013,48.7
138,Yemen,F,Employment,Employed for cash,... if she argues with him,1/1/2013,13.8
138,Yemen,F,Employment,Employed for kind,... if she argues with him,1/1/2013,25.1
138,Yemen,F,Employment,Unemployed,... if she argues with him,1/1/2013,19.9
68,Yemen,F,Employment,Employed for cash,... if she burns the food,1/1/2013,5.9
68,Yemen,F,Employment,Employed for kind,... if she burns the food,1/1/2013,15.2
68,Yemen,F,Employment,Unemployed,... if she burns the food,1/1/2013,9.6
208,Yemen,F,Employment,Employed for cash,... if she goes out without telling him,1/1/2013,25.9
208,Yemen,F,Employment,Employed for kind,... if she goes out without telling him,1/1/2013,47.8
208,Yemen,F,Employment,Unemployed,... if she goes out without telling him,1/1/2013,35.5
278,Yemen,F,Employment,Employed for cash,... if she neglects the children,1/1/2013,22
278,Yemen,F,Employment,Employed for kind,... if she neglects the children,1/1/2013,42.4
278,Yemen,F,Employment,Unemployed,... if she neglects the children,1/1/2013,29.9
348,Yemen,F,Employment,Employed for cash,... if she refuses to have sex with him,1/1/2013,25.9
348,Yemen,F,Employment,Employed for kind,... if she refuses to have sex with him,1/1/2013,47.3
348,Yemen,F,Employment,Unemployed,... if she refuses to have sex with him,1/1/2013,32.2
